mapId	group	levelIndex	levelLimit	nextMapId	dependMap	rewardItem	monsterId(headPic)	name	monsterLevel	isBoss	quality	stageName	exp	coin
305005	3	5	50	305006	305004	30000_90002_3,30000_90003_1,40000_50550085_1,40000_50553066_1,30000_11001_1	3050051	憾地者	51	0	1	知识试炼（50）	1400	1400
305006	3	5	50	305007	305005	30000_90002_3,30000_90003_1,40000_50550035_1,40000_50500035_1,30000_11001_1	3050061	拉兹	52	1	5	知识试炼（50）	1440	1440
305007	3	5	50	305008	305006	30000_90002_3,30000_90003_1,40000_50550025_1,40000_50501065_1,30000_11001_1	3050071	塔克	52	0	1	知识试炼（50）	1440	1440
305008	3	5	50	305009	305007	30000_90002_3,30000_90003_1,40000_50550095_1,40000_50500015_1,30000_11001_1	3050081	狂野安东尼	53	0	1	知识试炼（50）	1480	1480
305009	3	5	50	0	305008	30000_90002_3,30000_90003_1,40000_50553055_1,40000_50502055_1,30000_11001_1	3050091	巡林者瑞克	54	1	5	知识试炼（50）	1520	1520
305501	3	6	55	305502	0	30000_90002_3,30000_90003_1,40000_50600025_1,40000_50550035_1,30000_11001_1	3055011	法师幻象	55	0	1	知识试炼（55）	1560	1560
305502	3	6	55	305503	305501	30000_90002_3,30000_90003_1,40000_50600105_1,40000_50553055_1,30000_11001_1	3055021	法力风暴	55	0	1	知识试炼（55）	1560	1560
305503	3	6	55	305504	305502	30000_90002_3,30000_90003_1,40000_50600045_1,40000_50603065_1,30000_11001_1	3055031	角斗士里奥	56	1	5	知识试炼（55）	1600	1600
305504	3	6	55	305505	305503	30000_90002_3,30000_90003_1,40000_50600035_1,40000_50553065_1,30000_11001_1	3055041	荒野游侠	56	0	1	知识试炼（55）	1600	1600
305505	3	6	55	305506	305504	30000_90002_3,30000_90003_1,40000_50600095_1,40000_50551055_1,30000_11001_1	3055051	憾地者	56	0	1	知识试炼（55）	1600	1600
305506	3	6	55	305507	305505	30000_90002_3,30000_90003_1,40000_50600075_1,40000_50550015_1,30000_11001_1	3055061	拉兹	57	1	5	知识试炼（55）	1640	1640
305507	3	6	55	305508	305506	30000_90002_3,30000_90003_1,40000_50600015_1,40000_50552055_1,30000_11001_1	3055071	塔克	57	0	1	知识试炼（55）	1640	1640
305508	3	6	55	305509	305507	30000_90002_3,30000_90003_1,40000_50600085_1,40000_50551065_1,30000_11001_1	3055081	狂野安东尼	58	0	1	知识试炼（55）	1680	1680
305509	3	6	55	0	305508	30000_90002_3,30000_90003_1,40000_50603056_1,40000_50552065_1,30000_11001_1	3055091	巡林者瑞克	59	1	5	知识试炼（55）	1720	1720
306001	3	7	60	306002	0	30000_90003_1,30000_90004_1,40000_50650035_1,40000_50603055_1,30000_11001_1	3060011	坚定的格雷格	60	0	1	智慧试炼（60）	1760	1760
306002	3	7	60	306003	306001	30000_90003_1,30000_90004_1,40000_50650025_1,40000_50602065_1,30000_11001_1	3060021	赛琳娜的倒影	60	0	1	智慧试炼（60）	1760	1760
306003	3	7	60	306004	306002	30000_90003_1,30000_90004_1,40000_50650085_1,40000_50601055_1,30000_11001_1	3060031	幻术师艾莉	61	1	5	智慧试炼（60）	1810	1810
306004	3	7	60	306005	306003	30000_90003_1,30000_90004_1,40000_50650105_1,40000_50600015_1,30000_11001_1	3060041	驯兽师瓦纳	61	0	1	智慧试炼（60）	1810	1810
306005	3	7	60	306006	306004	30000_90003_1,30000_90004_1,40000_50650045_1,40000_50602055_1,30000_11001_1	3060051	炎之安苏	61	0	1	智慧试炼（60）	1810	1810
306006	3	7	60	306007	306005	30000_90003_1,30000_90004_1,40000_50650095_1,40000_50601065_1,30000_11001_1	3060061	迅捷的维恩	62	1	5	智慧试炼（60）	1860	1860
306007	3	7	60	306008	306006	30000_90003_1,30000_90004_1,40000_50650015_1,40000_50603065_1,30000_11001_1	3060071	暮光预言者	62	0	1	智慧试炼（60）	1860	1860
306008	3	7	60	306009	306007	30000_90003_1,30000_90004_1,40000_50650075_1,40000_50653065_1,30000_11001_1	3060081	卡雷	63	0	1	智慧试炼（60）	1910	1910
306009	3	7	60	0	306008	30000_90003_1,30000_90004_1,40000_50653055_1,40000_50600035_1,30000_11001_1	3060091	日光费雷尔	64	1	5	智慧试炼（60）	1960	1960
306501	3	8	65	306502	0	30000_90003_1,30000_90004_1,40000_50700105_1,40000_50650015_1,30000_11001_1	3065011	坚定的格雷格	65	0	1	智慧试炼（65）	2010	2010
306502	3	8	65	306503	306501	30000_90003_1,30000_90004_1,40000_50700095_1,40000_50651065_1,30000_11001_1	3065021	赛琳娜的倒影	65	0	1	智慧试炼（65）	2010	2010
306503	3	8	65	306504	306502	30000_90003_1,30000_90004_1,40000_50700075_1,40000_50703065_1,30000_11001_1	3065031	幻术师艾莉	66	1	5	智慧试炼（65）	2060	2060
306504	3	8	65	306505	306503	30000_90003_1,30000_90004_1,40000_50700085_1,40000_50653065_1,30000_11001_1	3065041	驯兽师瓦纳	66	0	1	智慧试炼（65）	2060	2060
306505	3	8	65	306506	306504	30000_90003_1,30000_90004_1,40000_50700045_1,40000_50653055_1,30000_11001_1	3065051	炎之安苏	66	0	1	智慧试炼（65）	2060	2060
306506	3	8	65	306507	306505	30000_90003_1,30000_90004_1,40000_50700015_1,40000_50652065_1,30000_11001_1	3065061	迅捷的维恩	67	1	5	智慧试炼（65）	2110	2110
306507	3	8	65	306508	306506	30000_90003_1,30000_90004_1,40000_50700025_1,40000_50652055_1,30000_11001_1	3065071	暮光预言者	67	0	1	智慧试炼（65）	2110	2110
306508	3	8	65	306509	306507	30000_90003_1,30000_90004_1,40000_50700035_1,40000_50650035_1,30000_11001_1	3065081	卡雷	68	0	1	智慧试炼（65）	2160	2160
306509	3	8	65	0	306508	30000_90003_1,30000_90004_1,40000_50703055_1,40000_50651055_1,30000_11001_1	3065091	日光费雷尔	69	1	5	智慧试炼（65）	2210	2210
307001	3	9	70	307002	0	30000_90003_1,30000_90004_1,40000_50750045_1,40000_50700015_1,30000_11001_1	3070011	坚定的格雷格	70	0	1	智慧试炼（70）	2260	2260
307002	3	9	70	307003	307001	30000_90003_1,30000_90004_1,40000_50750025_1,40000_50701065_1,30000_11001_1	3070021	赛琳娜的倒影	70	0	1	智慧试炼（70）	2260	2260
307003	3	9	70	307004	307002	30000_90003_1,30000_90004_1,40000_50750095_1,40000_50702055_1,30000_11001_1	3070031	幻术师艾莉	71	1	5	智慧试炼（70）	2320	2320
307004	3	9	70	307005	307003	30000_90003_1,30000_90004_1,40000_50750035_1,40000_50753066_1,30000_11001_1	3070041	驯兽师瓦纳	71	0	1	智慧试炼（70）	2320	2320
307005	3	9	70	307006	307004	30000_90003_1,30000_90004_1,40000_50750085_1,40000_50703065_1,30000_11001_1	3070051	炎之安苏	71	0	1	智慧试炼（70）	2320	2320
307006	3	9	70	307007	307005	30000_90003_1,30000_90004_1,40000_50750105_1,40000_50702065_1,30000_11001_1	3070061	迅捷的维恩	72	1	5	智慧试炼（70）	2380	2380
307007	3	9	70	307008	307006	30000_90003_1,30000_90004_1,40000_50750015_1,40000_50700035_1,30000_11001_1	3070071	暮光预言者	72	0	1	智慧试炼（70）	2380	2380
307008	3	9	70	307009	307007	30000_90003_1,30000_90004_1,40000_50750035_1,40000_50703055_1,30000_11001_1	3070081	卡雷	73	0	1	智慧试炼（70）	2440	2440
307009	3	9	70	0	307008	30000_90003_1,30000_90004_1,40000_50753056_1,40000_50701055_1,30000_11001_1	3070091	日光费雷尔	74	1	5	智慧试炼（70）	2500	2500
307501	3	10	75	307502	0	30000_90003_1,30000_90004_1,40000_50800105_1,40000_50752055_1,30000_11001_1	3075011	坚定的格雷格	75	0	1	智慧试炼（75）	2560	2560
307502	3	10	75	307503	307501	30000_90003_1,30000_90004_1,40000_50800085_1,40000_50803066_1,30000_11001_1	3075021	赛琳娜的倒影	75	0	1	智慧试炼（75）	2560	2560
307503	3	10	75	307504	307502	30000_90003_1,30000_90004_1,40000_50800095_1,40000_50751065_1,30000_11001_1	3075031	幻术师艾莉	76	1	5	智慧试炼（75）	2620	2620
307504	3	10	75	307505	307503	30000_90003_1,30000_90004_1,40000_50800075_1,40000_50750035_1,30000_11001_1	3075041	驯兽师瓦纳	76	0	1	智慧试炼（75）	2620	2620
307505	3	10	75	307506	307504	30000_90003_1,30000_90004_1,40000_50800025_1,40000_50753065_1,30000_11001_1	3075051	炎之安苏	76	0	1	智慧试炼（75）	2620	2620
307506	3	10	75	307507	307505	30000_90003_1,30000_90004_1,40000_50800045_1,40000_50752065_1,30000_11001_1	3075061	迅捷的维恩	77	1	5	智慧试炼（75）	2680	2680
307507	3	10	75	307508	307506	30000_90003_1,30000_90004_1,40000_50800035_1,40000_50753055_1,30000_11001_1	3075071	暮光预言者	77	0	1	智慧试炼（75）	2680	2680
307508	3	10	75	307509	307507	30000_90003_1,30000_90004_1,40000_50800015_1,40000_50751055_1,30000_11001_1	3075081	卡雷	78	0	1	智慧试炼（75）	2740	2740
307509	3	10	75	0	307508	30000_90003_1,30000_90004_1,40000_50803056_1,40000_50750015_1,30000_11001_1	3075091	日光费雷尔	79	1	5	智慧试炼（75）	2800	2800
308001	3	11	80	308002	0	30000_90003_1,30000_90004_1,40000_50850105_1,40000_50802065_1,30000_11001_1	3080011	坚定的格雷格	80	0	1	智慧试炼（80）	3000	3000
308002	3	11	80	308003	308001	30000_90003_1,30000_90004_1,40000_50850085_1,40000_50802055_1,30000_11001_1	3080021	赛琳娜的倒影	80	0	1	智慧试炼（80）	3000	3000
308003	3	11	80	308004	308002	30000_90003_1,30000_90004_1,40000_50850045_1,40000_50800015_1,30000_11001_1	3080031	幻术师艾莉	81	1	5	智慧试炼（80）	3200	3200
308004	3	11	80	308005	308003	30000_90003_1,30000_90004_1,40000_50850025_1,40000_50801055_1,30000_11001_1	3080041	驯兽师瓦纳	81	0	1	智慧试炼（80）	3200	3200
308005	3	11	80	308006	308004	30000_90003_1,30000_90004_1,40000_50850075_1,40000_50801065_1,30000_11001_1	3080051	炎之安苏	81	0	1	智慧试炼（80）	3200	3200
308006	3	11	80	308007	308005	30000_90003_1,30000_90004_1,40000_50850095_1,40000_50803055_1,30000_11001_1	3080061	迅捷的维恩	82	1	5	智慧试炼（80）	3400	3400
308007	3	11	80	308008	308006	30000_90003_1,30000_90004_1,40000_50850015_1,40000_50803065_1,30000_11001_1	3080071	暮光预言者	82	0	1	智慧试炼（80）	3400	3400
308008	3	11	80	308009	308007	30000_90003_1,30000_90004_1,40000_50850035_1,40000_50800035_1,30000_11001_1	3080081	卡雷	83	0	1	智慧试炼（80）	3600	3600
308009	3	11	80	0	308008	30000_90003_1,30000_90004_1,40000_50853056_1,40000_50853066_1,30000_11001_1	3080091	日光费雷尔	84	1	5	智慧试炼（80）	3800	3800
308501	3	12	85	308502	0	30000_90004_1,30000_90005_1,40000_50900105_1,40000_50852065_1,30000_11001_1	3085011	影子武士	85	0	1	启迪试炼（85）	4000	4000
308502	3	12	85	308503	308501	30000_90004_1,30000_90005_1,40000_50900025_1,40000_50853065_1,30000_11001_1	3085021	拨弄的赛亚	85	0	1	启迪试炼（85）	4000	4000
308503	3	12	85	308504	308502	30000_90004_1,30000_90005_1,40000_50900045_1,40000_50851055_1,30000_11001_1	3085031	法力风暴	86	1	5	启迪试炼（85）	4200	4200
308504	3	12	85	308505	308503	30000_90004_1,30000_90005_1,40000_50900075_1,40000_50851065_1,30000_11001_1	3085041	火舞者	86	0	1	启迪试炼（85）	4200	4200
308505	3	12	85	308506	308504	30000_90004_1,30000_90005_1,40000_50900085_1,40000_50850035_1,30000_11001_1	3085051	血誓议会	86	0	1	启迪试炼（85）	4200	4200
308506	3	12	85	308507	308505	30000_90004_1,30000_90005_1,40000_50900095_1,40000_50850015_1,30000_11001_1	3085061	舞钢者拜伦	87	1	5	启迪试炼（85）	4400	4400
308507	3	12	85	308508	308506	30000_90004_1,30000_90005_1,40000_50900015_1,40000_50853055_1,30000_11001_1	3085071	风暴之王	87	0	1	启迪试炼（85）	4400	4400
308508	3	12	85	308509	308507	30000_90004_1,30000_90005_1,40000_50900035_1,40000_50852055_1,30000_11001_1	3085081	雷伊战争使者	88	0	1	启迪试炼（85）	4600	4600
308509	3	12	85	0	308508	30000_90004_1,30000_90005_1,40000_50903055_1,40000_50903066_1,30000_11001_1	3085091	暴君泰伦	89	1	5	启迪试炼（85）	4800	4800
309001	3	13	90	309002	0	30000_90004_1,30000_90005_1,40000_50900105_1,40000_50902055_1,30000_11001_1	3090011	影子武士	90	0	1	启迪试炼（90）	5000	5000
309002	3	13	90	309003	309001	30000_90004_1,30000_90005_1,40000_50900025_1,40000_50900035_1,30000_11001_1	3090021	拨弄的赛亚	90	0	1	启迪试炼（90）	5000	5000
309003	3	13	90	309004	309002	30000_90004_1,30000_90005_1,40000_50900046_1,40000_50902065_1,30000_11001_1	3090031	法力风暴	91	1	5	启迪试炼（90）	5200	5200
309004	3	13	90	309005	309003	30000_90004_1,30000_90005_1,40000_50900076_1,40000_50901055_1,30000_11001_1	3090041	火舞者	91	0	1	启迪试炼（90）	5200	5200
309005	3	13	90	309006	309004	30000_90004_1,30000_90005_1,40000_50900085_1,40000_50901065_1,30000_11001_1	3090051	血誓议会	91	0	1	启迪试炼（90）	5200	5200
309006	3	13	90	309007	309005	30000_90004_1,30000_90005_1,40000_50900095_1,40000_50900015_1,30000_11001_1	3090061	舞钢者拜伦	92	1	5	启迪试炼（90）	5400	5400
309007	3	13	90	309008	309006	30000_90004_1,30000_90005_1,40000_50900015_1,40000_50903065_1,30000_11001_1	3090071	风暴之王	92	0	1	启迪试炼（90）	5400	5400
309008	3	13	90	309009	309007	30000_90004_1,30000_90005_1,40000_50900035_1,40000_50903055_1,30000_11001_1	3090081	雷伊战争使者	93	0	1	启迪试炼（90）	5600	5600
309009	3	13	90	0	309008	30000_90004_1,30000_90005_1,40000_50903056_1,40000_50903065_1,30000_11001_1	3090091	暴君泰伦	94	1	5	启迪试炼（90）	5800	5800
309501	3	14	95	309502	0	30000_90004_1,30000_90005_1,40000_50950105_1,40000_50950015_1,30000_11001_1	3095011	影子武士	95	0	1	启迪试炼（95）	6000	6000
309502	3	14	95	309503	309501	30000_90004_1,30000_90005_1,40000_50950025_1,40000_50952055_1,30000_11001_1	3095021	拨弄的赛亚	95	0	1	启迪试炼（95）	6000	6000
309503	3	14	95	309504	309502	30000_90004_1,30000_90005_1,40000_50950046_1,40000_50952065_1,30000_11001_1	3095031	法力风暴	96	1	5	启迪试炼（95）	6200	6200
309504	3	14	95	309505	309503	30000_90004_1,30000_90005_1,40000_50950076_1,40000_50950035_1,30000_11001_1	3095041	火舞者	96	0	1	启迪试炼（95）	6200	6200
309505	3	14	95	309506	309504	30000_90004_1,30000_90005_1,40000_50950085_1,40000_50953065_1,30000_11001_1	3095051	血誓议会	96	0	1	启迪试炼（95）	6200	6200
309506	3	14	95	309507	309505	30000_90004_1,30000_90005_1,40000_50950095_1,40000_50951055_1,30000_11001_1	3095061	舞钢者拜伦	97	1	5	启迪试炼（95）	6400	6400
309507	3	14	95	309508	309506	30000_90004_1,30000_90005_1,40000_50950015_1,40000_50953065_1,30000_11001_1	3095071	风暴之王	97	0	1	启迪试炼（95）	6400	6400
309508	3	14	95	309509	309507	30000_90004_1,30000_90005_1,40000_50950035_1,40000_50953055_1,30000_11001_1	3095081	雷伊战争使者	98	0	1	启迪试炼（95）	6600	6600
309509	3	14	95	0	309508	30000_90004_1,30000_90005_1,40000_50953056_1,40000_50953065_1,30000_11001_1	3095091	暴君泰伦	99	1	5	启迪试炼（95）	6800	6800
310001	3	15	100	310002	0	30000_90004_1,30000_90005_1,40000_51000105_1,40000_51000015_1,30000_11001_1	3100011	影子武士	100	0	1	启迪试炼（100）	7000	7000
310002	3	15	100	310003	310001	30000_90004_1,30000_90005_1,40000_51000025_1,40000_51002055_1,30000_11001_1	3100021	拨弄的赛亚	100	0	1	启迪试炼（100）	7000	7000
310003	3	15	100	310004	310002	30000_90004_1,30000_90005_1,40000_51000046_1,40000_51002065_1,30000_11001_1	3100031	法力风暴	101	1	5	启迪试炼（100）	7200	7200
310004	3	15	100	310005	310003	30000_90004_1,30000_90005_1,40000_51000076_1,40000_51000035_1,30000_11001_1	3100041	火舞者	101	0	1	启迪试炼（100）	7200	7200
310005	3	15	100	310006	310004	30000_90004_1,30000_90005_1,40000_51000085_1,40000_51003065_1,30000_11001_1	3100051	血誓议会	101	0	1	启迪试炼（100）	7200	7200
310006	3	15	100	310007	310005	30000_90004_1,30000_90005_1,40000_51000095_1,40000_51001055_1,30000_11001_1	3100061	舞钢者拜伦	102	1	5	启迪试炼（100）	7500	7500
310007	3	15	100	310008	310006	30000_90004_1,30000_90005_1,40000_51000015_1,40000_51001065_1,30000_11001_1	3100071	风暴之王	102	0	1	启迪试炼（100）	7500	7500
310008	3	15	100	310009	310007	30000_90004_1,30000_90005_1,40000_51000035_1,40000_51003055_1,30000_11001_1	3100081	雷伊战争使者	102	0	1	启迪试炼（100）	7500	7500
310009	3	15	100	0	310008	30000_90004_1,30000_90005_1,40000_51003056_1,40000_51003065_1,30000_11001_1	3100091	暴君泰伦	102	1	5	启迪试炼（100）	7500	7500
